glyph_id	text	unicode	source_unit	unit_kind
1301	漢	U+6F22	漢	fullwidth_single
1302	縱	U+7E31	縱	fullwidth_single
1303	屠	U+5C60	屠	fullwidth_single
1304	兼	U+517C	兼	fullwidth_single
1305	囂	U+56C2	囂	fullwidth_single
1306	冷	U+51B7	冷	fullwidth_single
1307	慣	U+6163	慣	fullwidth_single
1308	溫	U+6EAB	溫	fullwidth_single
1309	暖	U+6696	暖	fullwidth_single
1310	習	U+7FD2	習	fullwidth_single
1311	徵	U+5FB5	徵	fullwidth_single
1312	兆	U+5146	兆	fullwidth_single
1313	易	U+6613	易	fullwidth_single
1314	新	U+65B0	新	fullwidth_single
1315	志	U+5FD7	志	fullwidth_single
1316	費	U+8CBB	費	fullwidth_single
1317	工	U+5DE5	工	fullwidth_single
1318	鍛	U+935B	鍛	fullwidth_single
1319	鍊	U+934A	鍊	fullwidth_single
1320	輩	U+8F29	輩	fullwidth_single
1321	醉	U+9189	醉	fullwidth_single
1322	辭	U+8FAD	辭	fullwidth_single
1323	惋	U+60CB	惋	fullwidth_single
1324	泛	U+6CDB	泛	fullwidth_single
1325	倚	U+501A	倚	fullwidth_single
1326	獨	U+7368	獨	fullwidth_single
1327	耗	U+8017	耗	fullwidth_single
1328	置	U+7F6E	置	fullwidth_single
1329	尋	U+5C0B	尋	fullwidth_single
1330	察	U+5BDF	察	fullwidth_single
1331	許	U+8A31	許	fullwidth_single
1332	采	U+91C7	采	fullwidth_single
1333	輸	U+8F38	輸	fullwidth_single
1334	揮	U+63EE	揮	fullwidth_single
1335	佩	U+4F69	佩	fullwidth_single
1336	閣	U+95A3	閣	fullwidth_single
1337	舉	U+8209	舉	fullwidth_single
1338	敬	U+656C	敬	fullwidth_single
1339	尊	U+5C0A	尊	fullwidth_single
1340	咈	U+5488	咈	fullwidth_single
1341	欣	U+6B23	欣	fullwidth_single
1342	賞	U+8CDE	賞	fullwidth_single
1343	滋	U+6ECB	滋	fullwidth_single
1344	味	U+5473	味	fullwidth_single
1345	美	U+7F8E	美	fullwidth_single
1346	貌	U+8C8C	貌	fullwidth_single
1347	驕	U+9A55	驕	fullwidth_single
1348	傲	U+50B2	傲	fullwidth_single
1349	折	U+6298	折	fullwidth_single
1350	霸	U+9738	霸	fullwidth_single
1351	愧	U+6127	愧	fullwidth_single
1352	圖	U+5716	圖	fullwidth_single
1353	浩	U+6D69	浩	fullwidth_single
1354	勝	U+52DD	勝	fullwidth_single
1355	迢	U+8FE2	迢	fullwidth_single
1356	形	U+5F62	形	fullwidth_single
1357	賤	U+8CE4	賤	fullwidth_single
1358	唯	U+552F	唯	fullwidth_single
1359	謎	U+8B0E	謎	fullwidth_single
1360	畫	U+756B	畫	fullwidth_single
1361	挑	U+6311	挑	fullwidth_single
1362	細	U+7D30	細	fullwidth_single
1363	迫	U+8FEB	迫	fullwidth_single
1364	懷	U+61F7	懷	fullwidth_single
1365	穴	U+7A74	穴	fullwidth_single
1366	；	U+FF1B	；	fullwidth_single
1367	掙	U+6399	掙	fullwidth_single
1368	脫	U+812B	脫	fullwidth_single
1369	繩	U+7E69	繩	fullwidth_single
1370	昇	U+6607	昇	fullwidth_single
1371	恰	U+6070	恰	fullwidth_single
1372	邀	U+9080	邀	fullwidth_single
1373	漠	U+6F20	漠	fullwidth_single
1374	態	U+614B	態	fullwidth_single
1375	期	U+671F	期	fullwidth_single
1376	乾	U+4E7E	乾	fullwidth_single
1377	脆	U+8106	脆	fullwidth_single
1378	恥	U+6065	恥	fullwidth_single
1379	筆	U+7B46	筆	fullwidth_single
1380	帳	U+5E33	帳	fullwidth_single
1381	禿	U+79BF	禿	fullwidth_single
1382	偏	U+504F	偏	fullwidth_single
1383	僻	U+50FB	僻	fullwidth_single
1384	靜	U+975C	靜	fullwidth_single
1385	吊	U+540A	吊	fullwidth_single
1386	岳	U+5CB3	岳	fullwidth_single
1387	頂	U+9802	頂	fullwidth_single
1388	構	U+69CB	構	fullwidth_single
1389	築	U+7BC9	築	fullwidth_single
1390	票	U+7968	票	fullwidth_single
1391	績	U+7E3E	績	fullwidth_single
1392	卓	U+5353	卓	fullwidth_single
1393	益	U+76CA	益	fullwidth_single
1394	獲	U+7372	獲	fullwidth_single
1395	豐	U+8C50	豐	fullwidth_single
1396	厚	U+539A	厚	fullwidth_single
1397	紋	U+7D0B	紋	fullwidth_single
1398	骷	U+9AB7	骷	fullwidth_single
1399	髏	U+9ACF	髏	fullwidth_single
1400	昭	U+662D	昭	fullwidth_single
1401	彰	U+5F70	彰	fullwidth_single
1402	專	U+5C08	專	fullwidth_single
1403	掠	U+63A0	掠	fullwidth_single
1404	賺	U+8CFA	賺	fullwidth_single
1405	腥	U+8165	腥	fullwidth_single
1406	剿	U+527F	剿	fullwidth_single
1407	聯	U+806F	聯	fullwidth_single
1408	左	U+5DE6	左	fullwidth_single
1409	右	U+53F3	右	fullwidth_single
1410	夾	U+593E	夾	fullwidth_single
1411	插	U+63D2	插	fullwidth_single
1412	翅	U+7FC5	翅	fullwidth_single
1413	造	U+9020	造	fullwidth_single
1414	則	U+5247	則	fullwidth_single
1415	涉	U+6D89	涉	fullwidth_single
1416	案	U+6848	案	fullwidth_single
1417	嘆	U+5606	嘆	fullwidth_single
1418	歲	U+6B72	歲	fullwidth_single
1419	靠	U+9760	靠	fullwidth_single
1420	奮	U+596E	奮	fullwidth_single
1421	敘	U+6558	敘	fullwidth_single
1422	崖	U+5D16	崖	fullwidth_single
1423	脈	U+8108	脈	fullwidth_single
1424	麗	U+9E97	麗	fullwidth_single
1425	濃	U+6FC3	濃	fullwidth_single
1426	陽	U+967D	陽	fullwidth_single
1427	損	U+640D	損	fullwidth_single
1428	魂	U+9B42	魂	fullwidth_single
1429	散	U+6563	散	fullwidth_single
1430	標	U+6A19	標	fullwidth_single
1431	蛛	U+86DB	蛛	fullwidth_single
1432	絲	U+7D72	絲	fullwidth_single
1433	跡	U+8DE1	跡	fullwidth_single
1434	塔	U+5854	塔	fullwidth_single
1435	源	U+6E90	源	fullwidth_single
1436	線	U+7DDA	線	fullwidth_single
1437	積	U+7A4D	積	fullwidth_single
1438	吞	U+541E	吞	fullwidth_single
1439	食	U+98DF	食	fullwidth_single
1440	咬	U+54AC	咬	fullwidth_single
1441	凡	U+51E1	凡	fullwidth_single
1442	摸	U+6478	摸	fullwidth_single
1443	貫	U+8CAB	貫	fullwidth_single
1444	謹	U+8B39	謹	fullwidth_single
1445	慎	U+614E	慎	fullwidth_single
1446	佑	U+4F51	佑	fullwidth_single
1447	深	U+6DF1	深	fullwidth_single
1448	遣	U+9063	遣	fullwidth_single
1449	阱	U+9631	阱	fullwidth_single
1450	百	U+767E	百	fullwidth_single
1451	旦	U+65E6	旦	fullwidth_single
1452	佔	U+4F54	佔	fullwidth_single
1453	堪	U+582A	堪	fullwidth_single
1454	覆	U+8986	覆	fullwidth_single
1455	介	U+4ECB	介	fullwidth_single
1456	周	U+5468	周	fullwidth_single
1457	嘎	U+560E	嘎	fullwidth_single
1458	吱	U+5431	吱	fullwidth_single
1459	哩	U+54E9	哩	fullwidth_single
1460	喀	U+5580	喀	fullwidth_single
1461	嚕	U+5695	嚕	fullwidth_single
1462	懂	U+61C2	懂	fullwidth_single
1463	語	U+8A9E	語	fullwidth_single
1464	刑	U+5211	刑	fullwidth_single
1465	乘	U+4E58	乘	fullwidth_single
1466	牽	U+727D	牽	fullwidth_single
1467	式	U+5F0F	式	fullwidth_single
1468	拯	U+62EF	拯	fullwidth_single
1469	俘	U+4FD8	俘	fullwidth_single
1470	虜	U+865C	虜	fullwidth_single
1471	俊	U+4FCA	俊	fullwidth_single
1472	傑	U+5091	傑	fullwidth_single
1473	雇	U+96C7	雇	fullwidth_single
1474	博	U+535A	博	fullwidth_single
1475	降	U+964D	降	fullwidth_single
1476	虧	U+8667	虧	fullwidth_single
1477	貧	U+8CA7	貧	fullwidth_single
1478	根	U+6839	根	fullwidth_single
1479	汗	U+6C57	汗	fullwidth_single
1480	頑	U+9811	頑	fullwidth_single
1481	傻	U+50BB	傻	fullwidth_single
1482	瓜	U+74DC	瓜	fullwidth_single
1483	哦	U+54E6	哦	fullwidth_single
1484	昔	U+6614	昔	fullwidth_single
1485	疏	U+758F	疏	fullwidth_single
1486	善	U+5584	善	fullwidth_single
1487	液	U+6DB2	液	fullwidth_single
1488	肩	U+80A9	肩	fullwidth_single
1489	旨	U+65E8	旨	fullwidth_single
1490	謂	U+8B02	謂	fullwidth_single
1491	館	U+9928	館	fullwidth_single
1492	研	U+7814	研	fullwidth_single
1493	籍	U+7C4D	籍	fullwidth_single
1494	載	U+8F09	載	fullwidth_single
1495	顆	U+9846	顆	fullwidth_single
1496	限	U+9650	限	fullwidth_single
1497	始	U+59CB	始	fullwidth_single
1498	斷	U+65B7	斷	fullwidth_single
1499	串	U+4E32	串	fullwidth_single
1500	暫	U+66AB	暫	fullwidth_single
1501	揣	U+63E3	揣	fullwidth_single
1502	測	U+6E2C	測	fullwidth_single
1503	即	U+5373	即	fullwidth_single
1504	蘊	U+860A	蘊	fullwidth_single
1505	含	U+542B	含	fullwidth_single
1506	闇	U+95C7	闇	fullwidth_single
1507	、	U+3001	、	fullwidth_single
1508	逐	U+9010	逐	fullwidth_single
1509	祇	U+7947	祇	fullwidth_single
1510	履	U+5C65	履	fullwidth_single
1511	予	U+4E88	予	fullwidth_single
1512	忘	U+5FD8	忘	fullwidth_single
1513	伊	U+4F0A	伊	fullwidth_single
1514	麾	U+9EBE	麾	fullwidth_single
1515	配	U+914D	配	fullwidth_single
1516	創	U+5275	創	fullwidth_single
1517	扁	U+6241	扁	fullwidth_single
1518	崇	U+5D07	崇	fullwidth_single
1519	牢	U+7262	牢	fullwidth_single
1520	卑	U+5351	卑	fullwidth_single
1521	蟲	U+87F2	蟲	fullwidth_single
1522	蟻	U+87FB	蟻	fullwidth_single
1523	徹	U+5FB9	徹	fullwidth_single
1524	整	U+6574	整	fullwidth_single
1525	攝	U+651D	攝	fullwidth_single
1526	牲	U+7272	牲	fullwidth_single
1527	拋	U+62CB	拋	fullwidth_single
1528	慧	U+6167	慧	fullwidth_single
1529	濟	U+6FDF	濟	fullwidth_single
1530	堂	U+5802	堂	fullwidth_single
1531	潰	U+6F70	潰	fullwidth_single
1532	援	U+63F4	援	fullwidth_single
1533	嵌	U+5D4C	嵌	fullwidth_single
1534	慶	U+6176	慶	fullwidth_single
1535	毫	U+6BEB	毫	fullwidth_single
1536	跋	U+8DCB	跋	fullwidth_single
1537	廢	U+5EE2	廢	fullwidth_single
1538	墟	U+589F	墟	fullwidth_single
1539	叔	U+53D4	叔	fullwidth_single
1540	母	U+6BCD	母	fullwidth_single
1541	健	U+5065	健	fullwidth_single
1542	淡	U+6DE1	淡	fullwidth_single
1543	喲	U+55B2	喲	fullwidth_single
1544	央	U+592E	央	fullwidth_single
1545	洲	U+6D32	洲	fullwidth_single
1546	瞞	U+779E	瞞	fullwidth_single
1547	篇	U+7BC7	篇	fullwidth_single
1548	嗶	U+55F6	嗶	fullwidth_single
1549	閉	U+9589	閉	fullwidth_single
1550	仔	U+4ED4	仔	fullwidth_single
1551	丘	U+4E18	丘	fullwidth_single
1552	災	U+707D	災	fullwidth_single
1553	厄	U+5384	厄	fullwidth_single
1554	懼	U+61FC	懼	fullwidth_single
1555	歸	U+6B78	歸	fullwidth_single
1556	沖	U+6C96	沖	fullwidth_single
1557	昏	U+660F	昏	fullwidth_single
1558	庭	U+5EAD	庭	fullwidth_single
1559	眾	U+773E	眾	fullwidth_single
1560	妹	U+59B9	妹	fullwidth_single
1561	疆	U+7586	疆	fullwidth_single
1562	欲	U+6B32	欲	fullwidth_single
1563	困	U+56F0	困	fullwidth_single
1564	煙	U+7159	煙	fullwidth_single
1565	雲	U+96F2	雲	fullwidth_single
1566	諭	U+8AED	諭	fullwidth_single
1567	擅	U+64C5	擅	fullwidth_single
1568	姿	U+59FF	姿	fullwidth_single
1569	誇	U+8A87	誇	fullwidth_single
1570	讚	U+8B9A	讚	fullwidth_single
1571	蹺	U+8E7A	蹺	fullwidth_single
1572	班	U+73ED	班	fullwidth_single
1573	穩	U+7A69	穩	fullwidth_single
1574	象	U+8C61	象	fullwidth_single
1575	熄	U+7184	熄	fullwidth_single
1576	棲	U+68F2	棲	fullwidth_single
1577	曉	U+66C9	曉	fullwidth_single
1578	域	U+57DF	域	fullwidth_single
1579	谷	U+8C37	谷	fullwidth_single
1580	腳	U+8173	腳	fullwidth_single
1581	踹	U+8E39	踹	fullwidth_single
1582	眠	U+7720	眠	fullwidth_single
1583	私	U+79C1	私	fullwidth_single
1584	爛	U+721B	爛	fullwidth_single
1585	摔	U+6454	摔	fullwidth_single
1586	峙	U+5CD9	峙	fullwidth_single
1587	債	U+50B5	債	fullwidth_single
1588	富	U+5BCC	富	fullwidth_single
1589	緣	U+7DE3	緣	fullwidth_single
1590	熔	U+7194	熔	fullwidth_single
1591	企	U+4F01	企	fullwidth_single
1592	爆	U+7206	爆	fullwidth_single
1593	穿	U+7A7F	穿	fullwidth_single
1594	禍	U+798D	禍	fullwidth_single
1595	析	U+6790	析	fullwidth_single
1596	盒	U+76D2	盒	fullwidth_single
1597	示	U+793A	示	fullwidth_single
1598	01	U+0030 U+0031	01	halfwidth_pair
1599	E0	U+0045 U+0030	E0	halfwidth_pair
1600	C2	U+0043 U+0032	C2	halfwidth_pair
1601	44	U+0034 U+0034	44	halfwidth_pair
1602	-F	U+002D U+0046	-F	halfwidth_pair
1603	E2	U+0045 U+0032	E2	halfwidth_pair
1604	C5	U+0043 U+0035	C5	halfwidth_pair
1605	19	U+0031 U+0039	19	halfwidth_pair
1606	32	U+0033 U+0032	32	halfwidth_pair
1607	27	U+0032 U+0037	27	halfwidth_pair
1608	99	U+0039 U+0039	99	halfwidth_pair
1609	43	U+0034 U+0033	43	halfwidth_pair
1610	資	U+8CC7	資	fullwidth_single
1611	迅	U+8FC5	迅	fullwidth_single
1612	哭	U+54ED	哭	fullwidth_single
1613	鼓	U+9F13	鼓	fullwidth_single
1614	庫	U+5EAB	庫	fullwidth_single
1615	#7	U+0023 U+0037	#7	halfwidth_pair
1616	33	U+0033 U+0033	33	halfwidth_pair
1617	24	U+0032 U+0034	24	halfwidth_pair
1618	隸	U+96B8	隸	fullwidth_single
1619	#2	U+0023 U+0032	#2	halfwidth_pair
1620	07	U+0030 U+0037	07	halfwidth_pair
1621	42	U+0034 U+0032	42	halfwidth_pair
1622	13	U+0031 U+0033	13	halfwidth_pair
1623	X-	U+0058 U+002D	X-	halfwidth_pair
1624	區	U+5340	區	fullwidth_single
1625	參	U+53C3	參	fullwidth_single
1626	壘	U+58D8	壘	fullwidth_single
1627	壓	U+58D3	壓	fullwidth_single
1628	粗	U+7C97	粗	fullwidth_single
1629	魯	U+9B6F	魯	fullwidth_single
1630	惑	U+60D1	惑	fullwidth_single
1631	僅	U+50C5	僅	fullwidth_single
1632	AS	U+0041 U+0053	AS	halfwidth_pair
1633	R-	U+0052 U+002D	R-	halfwidth_pair
1634	台	U+53F0	台	fullwidth_single
1635	秒	U+79D2	秒	fullwidth_single
1636	御	U+5FA1	御	fullwidth_single
1637	炸	U+70B8	炸	fullwidth_single
1638	障	U+969C	障	fullwidth_single
1639	檢	U+6AA2	檢	fullwidth_single
1640	甦	U+7526	甦	fullwidth_single
1641	悲	U+60B2	悲	fullwidth_single
1642	哀	U+54C0	哀	fullwidth_single
1643	珍	U+73CD	珍	fullwidth_single
1644	7-	U+0037 U+002D	7-	halfwidth_pair
1645	-3	U+002D U+0033	-3	halfwidth_pair
1646	62	U+0036 U+0032	62	halfwidth_pair
1647	10	U+0031 U+0030	10	halfwidth_pair
1648	73	U+0037 U+0033	73	halfwidth_pair
1649	辨	U+8FA8	辨	fullwidth_single
1650	序	U+5E8F	序	fullwidth_single
1651	權	U+6B0A	權	fullwidth_single
1652	A1	U+0041 U+0031	A1	halfwidth_pair
1653	1-	U+0031 U+002D	1-	halfwidth_pair
1654	72	U+0037 U+0032	72	halfwidth_pair
1655	洪	U+6D2A	洪	fullwidth_single
1656	痕	U+75D5	痕	fullwidth_single
1657	抹	U+62B9	抹	fullwidth_single
1658	福	U+798F	福	fullwidth_single
1659	文	U+6587	文	fullwidth_single
1660	治	U+6CBB	治	fullwidth_single
1661	C-	U+0043 U+002D	C-	halfwidth_pair
1662	77	U+0037 U+0037	77	halfwidth_pair
1663	-0	U+002D U+0030	-0	halfwidth_pair
1664	3-	U+0033 U+002D	3-	halfwidth_pair
1665	複	U+8907	複	fullwidth_single
1666	採	U+63A1	採	fullwidth_single
1667	02	U+0030 U+0032	02	halfwidth_pair
1668	湧	U+6E67	湧	fullwidth_single
1669	核	U+6838	核	fullwidth_single
1670	嘻	U+563B	嘻	fullwidth_single
1671	03	U+0030 U+0033	03	halfwidth_pair
1672	70	U+0037 U+0030	70	halfwidth_pair
1673	51	U+0035 U+0031	51	halfwidth_pair
1674	88	U+0038 U+0038	88	halfwidth_pair
1675	銷	U+92B7	銷	fullwidth_single
1676	摧	U+6467	摧	fullwidth_single
1677	拐	U+62D0	拐	fullwidth_single
1678	暈	U+6688	暈	fullwidth_single
1679	爐	U+7210	爐	fullwidth_single
1680	怖	U+6016	怖	fullwidth_single
1681	埋	U+57CB	埋	fullwidth_single
1682	伏	U+4F0F	伏	fullwidth_single
1683	螻	U+87BB	螻	fullwidth_single
1684	球	U+7403	球	fullwidth_single
1685	06	U+0030 U+0036	06	halfwidth_pair
1686	暨	U+66A8	暨	fullwidth_single
1687	優	U+512A	優	fullwidth_single
1688	握	U+63E1	握	fullwidth_single
1689	腦	U+8166	腦	fullwidth_single
1690	蓄	U+84C4	蓄	fullwidth_single
1691	荷	U+8377	荷	fullwidth_single
1692	扭	U+626D	扭	fullwidth_single
1693	曲	U+66F2	曲	fullwidth_single
1694	喪	U+55AA	喪	fullwidth_single
1695	膩	U+81A9	膩	fullwidth_single
1696	劈	U+5288	劈	fullwidth_single
1697	磁	U+78C1	磁	fullwidth_single
1698	偉	U+5049	偉	fullwidth_single
1699	蹈	U+8E48	蹈	fullwidth_single
1700	轍	U+8F4D	轍	fullwidth_single
1701	凶	U+51F6	凶	fullwidth_single
1702	展	U+5C55	展	fullwidth_single
1703	化	U+5316	化	fullwidth_single
1704	製	U+88FD	製	fullwidth_single
1705	版	U+7248	版	fullwidth_single
1706	共	U+5171	共	fullwidth_single
1707	傾	U+50BE	傾	fullwidth_single
1708	痊	U+75CA	痊	fullwidth_single
1709	癒	U+7652	癒	fullwidth_single
1710	吟	U+541F	吟	fullwidth_single
1711	唱	U+5531	唱	fullwidth_single
1712	撕	U+6495	撕	fullwidth_single
1713	燃	U+71C3	燃	fullwidth_single
1714	燒	U+71D2	燒	fullwidth_single
1715	灰	U+7070	灰	fullwidth_single
1716	抬	U+62AC	抬	fullwidth_single
1717	選	U+9078	選	fullwidth_single
1718	末	U+672B	末	fullwidth_single
1719	微	U+5FAE	微	fullwidth_single
1720	鑄	U+9444	鑄	fullwidth_single
1721	贏	U+8D0F	贏	fullwidth_single
1722	雙	U+96D9	雙	fullwidth_single
1723	項	U+9805	項	fullwidth_single
1724	衰	U+8870	衰	fullwidth_single
1725	殘	U+6B98	殘	fullwidth_single
1726	糊	U+7CCA	糊	fullwidth_single
1727	訊	U+8A0A	訊	fullwidth_single
1728	伶	U+4F36	伶	fullwidth_single
1729	飄	U+98C4	飄	fullwidth_single
1730	盪	U+76EA	盪	fullwidth_single
1731	寞	U+5BDE	寞	fullwidth_single
1732	堅	U+5805	堅	fullwidth_single
1733	缺	U+7F3A	缺	fullwidth_single
1734	劇	U+5287	劇	fullwidth_single
1735	跌	U+8DCC	跌	fullwidth_single
1736	剎	U+524E	剎	fullwidth_single
1737	園	U+5712	園	fullwidth_single
1738	踩	U+8E29	踩	fullwidth_single
1739	涼	U+6DBC	涼	fullwidth_single
1740	爽	U+723D	爽	fullwidth_single
1741	煦	U+7166	煦	fullwidth_single
1742	盛	U+76DB	盛	fullwidth_single
1743	宴	U+5BB4	宴	fullwidth_single
1744	祝	U+795D	祝	fullwidth_single
1745	喝	U+559D	喝	fullwidth_single
1746	杯	U+676F	杯	fullwidth_single
1747	圓	U+5713	圓	fullwidth_single
1748	訪	U+8A2A	訪	fullwidth_single
1749	鬆	U+9B06	鬆	fullwidth_single
1750	廬	U+5EEC	廬	fullwidth_single
1751	姓	U+59D3	姓	fullwidth_single
1752	默	U+9ED8	默	fullwidth_single
1753	衷	U+8877	衷	fullwidth_single
1754	宿	U+5BBF	宿	fullwidth_single
1755	艱	U+8271	艱	fullwidth_single
1756	倆	U+5006	倆	fullwidth_single
1757	舶	U+8236	舶	fullwidth_single
1758	嶼	U+5DBC	嶼	fullwidth_single
1759	浪	U+6D6A	浪	fullwidth_single
1760	涯	U+6DAF	涯	fullwidth_single
1761	彌	U+5F4C	彌	fullwidth_single
1762	雀	U+96C0	雀	fullwidth_single
1763	躍	U+8E8D	躍	fullwidth_single
1764	紹	U+7D39	紹	fullwidth_single
1765	孜	U+5B5C	孜	fullwidth_single
1766	李	U+674E	李	fullwidth_single
1767	晨	U+6668	晨	fullwidth_single
1768	允	U+5141	允	fullwidth_single
1769	婚	U+5A5A	婚	fullwidth_single
1770	浮	U+6D6E	浮	fullwidth_single
1771	艙	U+8259	艙	fullwidth_single
1772	嬌	U+5B0C	嬌	fullwidth_single
1773	恃	U+6043	恃	fullwidth_single
1774	壇	U+58C7	壇	fullwidth_single
1775	柔	U+67D4	柔	fullwidth_single
1776	祈	U+7948	祈	fullwidth_single
1777	禱	U+79B1	禱	fullwidth_single
1778	蜇	U+8707	蜇	fullwidth_single
1779	遷	U+9077	遷	fullwidth_single
1780	惦	U+60E6	惦	fullwidth_single
1781	念	U+5FF5	念	fullwidth_single
1782	掀	U+6380	掀	fullwidth_single
1783	瀾	U+703E	瀾	fullwidth_single
1784	悄	U+6084	悄	fullwidth_single
1785	嘴	U+5634	嘴	fullwidth_single
1786	返	U+8FD4	返	fullwidth_single
1787	員	U+54E1	員	fullwidth_single
1788	基	U+57FA	基	fullwidth_single
1789	課	U+8AB2	課	fullwidth_single
1790	品	U+54C1	品	fullwidth_single
1791	愉	U+6109	愉	fullwidth_single
1792	愜	U+611C	愜	fullwidth_single
1793	旺	U+65FA	旺	fullwidth_single
1794	昌	U+660C	昌	fullwidth_single
1795	節	U+7BC0	節	fullwidth_single
1796	紛	U+7D1B	紛	fullwidth_single
1797	恢	U+6062	恢	fullwidth_single
1798	誼	U+8ABC	誼	fullwidth_single
1799	繫	U+7E6B	繫	fullwidth_single
1800	廷	U+5EF7	廷	fullwidth_single
1801	奔	U+5954	奔	fullwidth_single
1802	每	U+6BCF	每	fullwidth_single
1803	磨	U+78E8	磨	fullwidth_single
1804	躺	U+8EBA	躺	fullwidth_single
1805	曬	U+66EC	曬	fullwidth_single
1806	芳	U+82B3	芳	fullwidth_single
1807	航	U+822A	航	fullwidth_single
1808	顯	U+986F	顯	fullwidth_single
1809	禀	U+7980	禀	fullwidth_single
1810	晉	U+6649	晉	fullwidth_single
1811	朕	U+6715	朕	fullwidth_single
1812	祉	U+7949	祉	fullwidth_single
1813	—	U+2014	—	fullwidth_single
1814	君	U+541B	君	fullwidth_single
1815	弱	U+5F31	弱	fullwidth_single
1816	馳	U+99B3	馳	fullwidth_single
1817	撫	U+64AB	撫	fullwidth_single
1818	瞌	U+778C	瞌	fullwidth_single
1819	枉	U+6789	枉	fullwidth_single
1820	瑣	U+7463	瑣	fullwidth_single
1821	政	U+653F	政	fullwidth_single
1822	官	U+5B98	官	fullwidth_single
1823	枯	U+67AF	枯	fullwidth_single
